City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bhopal,2020-01-05,75.17,125.76,10.56,46.67,33.5,22.43,1.1,3.36,37.47,,,,213.0,Poor
Bhopal,2020-01-06,45.49,96.18,8.92,47.62,32.68,15.57,0.9,12.43,47.64,,,,105.0,Moderate
Bhopal,2020-01-07,65.96,162.16,19.71,51.85,43.69,17.07,1.25,19.06,43.92,,,,114.0,Moderate
Bhopal,2020-01-08,74.62,158.19,4.89,35.11,22.74,21.45,0.9,7.48,55.42,,,,153.0,Moderate
Bhopal,2020-01-09,78.07,132.56,5.35,34.05,22.55,20.2,0.74,14.65,47.76,,,,174.0,Moderate
Bhopal,2020-01-10,65.94,113.49,6.89,36.15,24.91,16.54,0.81,7.34,51.3,,,,120.0,Moderate
Bhopal,2020-01-11,65.7,127.1,7.14,46.29,30.51,16.09,0.95,11.1,60.12,,,,115.0,Moderate
Bhopal,2020-01-12,70.03,142.67,22.47,54.59,47.39,19.35,1.35,13.32,49.77,,,,124.0,Moderate
Bhopal,2020-01-13,62.95,150.56,10.38,43.3,31.56,20.43,1.31,15.23,49.23,,,,146.0,Moderate
Bhopal,2020-01-14,85.64,158.56,11.88,48.0,35.28,28.68,1.43,11.31,33.43,,,,147.0,Moderate
Bhopal,2020-01-15,105.95,162.64,8.74,36.38,26.55,30.81,1.22,10.5,28.41,,,,200.0,Moderate
Bhopal,2020-01-17,80.47,139.95,6.67,38.33,25.9,22.01,1.01,17.33,49.45,,,,234.0,Poor
Bhopal,2020-01-18,87.22,145.21,10.87,40.78,30.61,22.86,1.13,16.63,32.11,,,,193.0,Moderate
Bhopal,2020-01-19,61.76,107.46,7.75,39.66,27.49,18.85,0.94,15.78,40.37,,,,137.0,Moderate
Bhopal,2020-01-20,52.0,103.34,5.45,39.37,25.46,16.05,0.82,14.48,48.53,,,,107.0,Moderate
Bhopal,2020-01-21,66.21,133.21,6.97,45.66,30.04,19.36,1.11,12.89,44.59,,,,104.0,Moderate
Bhopal,2020-01-22,77.7,142.79,6.32,37.59,25.21,25.19,0.95,11.27,39.34,,,,147.0,Moderate
Bhopal,2020-01-23,65.7,118.35,7.78,40.99,28.22,20.4,0.93,11.19,55.28,,,,141.0,Moderate
Bhopal,2020-01-24,55.61,153.75,17.0,53.06,42.13,19.31,1.27,12.64,46.25,,,,133.0,Moderate
Bhopal,2020-01-25,80.92,197.84,23.08,60.5,51.03,23.33,1.56,7.33,40.15,,,,151.0,Moderate
Bhopal,2020-01-26,78.94,179.42,14.38,58.1,42.68,24.31,1.5,25.68,46.81,,,,184.0,Moderate
Bhopal,2020-01-27,59.64,173.19,26.16,44.36,44.95,18.5,0.79,16.3,56.0,,,,123.0,Moderate
Bhopal,2020-01-28,51.51,152.6,6.98,29.92,21.68,21.09,0.84,11.42,57.96,,,,162.0,Moderate
Bhopal,2020-01-29,26.35,126.17,5.25,28.66,19.6,11.69,0.64,7.9,60.68,,,,120.0,Moderate
Bhopal,2020-01-30,61.02,121.23,5.37,37.6,24.46,18.98,0.84,7.17,56.55,,,,118.0,Moderate
Bhopal,2020-01-31,41.52,106.72,5.76,45.69,29.07,14.79,0.88,12.28,55.07,,,,111.0,Moderate
Bhopal,2020-02-01,35.23,94.42,4.25,37.21,23.33,13.43,0.76,7.67,62.2,,,,99.0,Satisfactory
Bhopal,2020-02-02,34.11,90.98,4.55,32.89,21.29,12.27,0.71,11.38,65.11,,,,94.0,Satisfactory
Bhopal,2020-02-03,37.8,97.23,4.0,33.21,21.01,15.01,0.78,8.08,60.49,,,,94.0,Satisfactory
Bhopal,2020-02-04,48.21,126.71,5.31,38.18,24.71,18.91,0.93,10.79,53.66,,,,115.0,Moderate
Bhopal,2020-02-05,62.84,133.91,7.6,42.27,28.75,20.4,1.04,14.53,53.22,,,,121.0,Moderate
Bhopal,2020-02-06,53.09,124.54,4.45,37.05,23.41,17.49,0.85,6.99,65.74,,,,124.0,Moderate
Bhopal,2020-02-07,60.4,129.16,4.6,36.83,23.42,18.9,0.86,15.08,66.81,,,,114.0,Moderate
Bhopal,2020-02-08,53.49,122.11,3.78,32.47,20.42,15.92,0.73,8.24,76.07,,,,119.0,Moderate
Bhopal,2020-02-09,45.82,89.86,3.49,32.12,20.01,15.16,0.71,9.61,82.58,,,,109.0,Moderate
Bhopal,2020-02-10,49.99,113.78,3.78,40.19,24.55,15.35,0.89,13.31,73.51,,,,112.0,Moderate
Bhopal,2020-02-11,46.41,106.47,4.08,38.68,23.97,14.81,0.87,14.92,76.77,,,,123.0,Moderate
Bhopal,2020-02-12,58.48,148.28,15.32,48.9,38.55,17.56,1.21,21.56,66.72,,,,122.0,Moderate
Bhopal,2020-02-13,87.83,220.69,18.42,58.91,46.4,22.76,1.66,14.22,47.65,,,,185.0,Moderate
Bhopal,2020-02-14,57.25,176.09,5.2,46.76,29.18,19.61,1.03,7.45,67.55,,,,155.0,Moderate
Bhopal,2020-02-15,49.0,175.48,8.68,51.43,34.5,19.47,1.13,27.49,61.27,,,,151.0,Moderate
Bhopal,2020-02-16,43.85,143.22,11.29,59.43,40.88,19.16,1.17,28.89,45.77,,,,149.0,Moderate
Bhopal,2020-02-17,38.03,135.71,13.08,57.99,41.47,14.98,1.26,26.67,50.86,,,,120.0,Moderate
Bhopal,2020-02-18,36.17,131.02,10.78,55.27,38.25,13.6,1.02,33.94,61.11,,,,136.0,Moderate
Bhopal,2020-02-19,35.5,135.29,10.03,46.73,33.1,13.45,0.84,43.76,57.41,,,,121.0,Moderate
Bhopal,2020-02-20,48.82,147.98,2.01,28.42,16.84,17.72,0.71,47.46,83.37,,,,137.0,Moderate
Bhopal,2020-02-21,52.9,149.75,4.77,31.98,20.98,19.34,0.87,29.67,76.0,,,,127.0,Moderate
Bhopal,2020-02-22,56.47,154.27,3.69,32.01,20.13,22.42,0.86,29.92,74.82,,,,141.0,Moderate
Bhopal,2020-02-23,78.47,149.05,4.03,31.8,20.28,29.18,0.96,24.92,63.72,,,,143.0,Moderate
Bhopal,2020-02-24,64.76,136.8,4.14,35.66,22.42,24.36,0.92,14.21,71.82,,,,138.0,Moderate
Bhopal,2020-02-25,46.56,128.83,7.85,39.53,27.5,15.91,0.97,21.25,65.5,,,,117.0,Moderate
Bhopal,2020-02-26,56.79,182.16,26.5,52.94,49.79,18.01,1.06,21.11,51.59,,,,137.0,Moderate
Bhopal,2020-02-27,45.15,164.28,9.62,41.04,29.74,17.34,1.0,8.22,63.08,,,,152.0,Moderate
Bhopal,2020-02-28,45.67,143.39,2.47,35.5,20.97,16.08,0.76,23.42,77.11,,,,141.0,Moderate
Bhopal,2020-02-29,57.17,177.99,13.46,47.39,36.23,16.95,1.18,31.84,61.89,,,,134.0,Moderate
Bhopal,2020-03-01,56.96,156.55,5.85,35.63,23.8,21.11,1.01,25.01,68.96,,,,149.0,Moderate
Bhopal,2020-03-02,42.46,103.2,3.0,29.98,18.48,20.47,0.75,15.23,66.4,,,,122.0,Moderate
Bhopal,2020-03-03,35.71,127.07,3.65,27.86,17.87,14.47,0.68,14.06,69.86,,,,111.0,Moderate
Bhopal,2020-03-04,50.42,150.43,2.5,26.59,16.27,15.87,0.65,10.82,77.01,,,,128.0,Moderate
Bhopal,2020-03-05,31.62,139.82,2.23,20.25,12.67,11.22,0.46,11.88,74.61,,,,129.0,Moderate
Bhopal,2020-03-06,39.0,152.86,2.36,19.42,12.33,12.66,0.46,11.8,56.95,,,,134.0,Moderate
Bhopal,2020-03-07,31.08,136.03,3.96,25.61,16.93,10.92,0.59,12.4,73.08,,,,126.0,Moderate
Bhopal,2020-03-08,26.46,90.56,4.44,27.92,18.55,11.62,0.71,12.32,65.71,,,,108.0,Moderate
Bhopal,2020-03-09,21.71,76.47,3.9,27.85,18.07,12.02,0.71,15.43,68.42,,,,88.0,Satisfactory
Bhopal,2020-03-10,39.17,90.15,2.52,21.5,13.59,18.53,0.79,9.86,67.84,,,,96.0,Satisfactory
Bhopal,2020-03-11,28.29,79.64,1.95,13.84,9.03,18.37,0.46,9.95,67.6,,,,87.0,Satisfactory
Bhopal,2020-03-12,22.35,90.17,2.05,14.28,9.35,10.48,0.39,7.29,77.34,,,,94.0,Satisfactory
Bhopal,2020-03-13,20.58,120.75,6.24,27.12,19.57,6.91,0.66,14.67,71.87,,,,98.0,Satisfactory
Bhopal,2020-03-14,24.67,136.07,2.1,20.28,12.59,7.68,0.51,14.59,74.51,,,,126.0,Moderate
Bhopal,2020-03-15,31.08,149.46,7.44,33.84,24.13,9.91,0.91,8.41,68.34,,,,126.0,Moderate
Bhopal,2020-03-16,32.78,138.8,7.14,37.17,25.58,13.22,0.99,9.03,64.88,,,,133.0,Moderate
Bhopal,2020-03-17,29.44,112.15,2.98,30.64,18.8,14.25,0.78,10.44,78.11,,,,124.0,Moderate
Bhopal,2020-03-18,30.25,97.28,2.47,30.26,18.2,14.35,0.79,12.89,82.85,,,,109.0,Moderate
Bhopal,2020-03-19,37.56,121.09,3.37,35.15,21.52,15.42,0.93,12.13,72.94,,,,110.0,Moderate
Bhopal,2020-03-20,38.33,115.47,2.26,25.91,15.7,15.65,0.62,18.02,74.85,,,,121.0,Moderate
Bhopal,2020-03-21,48.89,155.55,2.72,23.62,14.86,11.96,0.78,10.45,78.9,,,,118.0,Moderate
Bhopal,2020-03-22,41.97,118.18,1.68,18.18,11.13,16.18,0.62,13.7,71.63,,,,138.0,Moderate
Bhopal,2020-03-23,39.45,120.22,1.94,21.97,13.32,16.32,0.72,13.72,64.16,,,,106.0,Moderate
Bhopal,2020-03-24,35.52,113.66,1.6,15.64,9.71,16.45,0.55,12.88,68.08,,,,118.0,Moderate
Bhopal,2020-03-25,23.88,71.03,1.61,9.83,6.62,20.97,0.37,12.78,64.94,,,,96.0,Satisfactory
Bhopal,2020-03-26,22.93,41.62,1.63,10.67,7.09,24.4,0.37,12.27,65.58,,,,82.0,Satisfactory
Bhopal,2020-03-27,18.97,41.9,1.98,10.34,7.19,20.92,0.4,8.78,39.06,,,,58.0,Satisfactory
Bhopal,2020-03-28,15.69,31.69,0.82,8.36,5.13,20.31,0.37,8.4,32.9,,,,37.0,Good
Bhopal,2020-04-08,32.15,105.58,3.72,6.76,6.73,14.65,0.5,11.77,56.41,,,,102.0,Moderate
Bhopal,2020-04-09,27.54,109.33,3.62,7.8,7.19,14.11,0.56,12.99,55.53,,,,104.0,Moderate
Bhopal,2020-04-10,28.85,99.38,3.71,8.8,7.8,13.17,0.61,10.29,55.03,,,,100.0,Satisfactory
Bhopal,2020-04-11,38.73,98.89,3.85,9.97,8.54,13.81,0.67,13.15,57.49,,,,98.0,Satisfactory
Bhopal,2020-04-12,40.28,113.91,3.15,12.68,7.65,16.76,0.49,14.64,65.78,,,,99.0,Satisfactory
Bhopal,2020-04-13,28.4,92.72,3.92,11.52,8.91,15.22,0.61,12.07,47.31,,,,95.0,Satisfactory
Bhopal,2020-04-14,44.88,122.8,3.95,11.2,9.27,15.61,0.68,13.32,46.95,,,,106.0,Moderate
Bhopal,2020-04-15,37.43,93.53,3.68,9.08,7.91,14.94,0.66,13.68,55.35,,,,104.0,Moderate
Bhopal,2020-04-16,57.8,115.67,4.04,13.67,10.66,14.93,0.8,15.84,47.76,,,,109.0,Moderate
Bhopal,2020-04-17,53.54,130.31,4.02,11.17,9.31,14.78,0.76,15.88,48.17,,,,111.0,Moderate
Bhopal,2020-04-18,59.34,113.89,4.18,12.85,10.33,19.32,0.79,15.02,58.23,,,,120.0,Moderate
Bhopal,2020-04-19,42.56,126.07,3.89,8.33,7.68,16.18,0.59,11.37,73.63,,,,110.0,Moderate
Bhopal,2020-04-20,60.33,132.44,4.25,11.96,9.91,14.59,0.75,17.29,63.71,,,,130.0,Moderate
Bhopal,2020-04-21,39.31,115.59,4.07,9.89,8.67,16.0,0.64,14.84,78.35,,,,118.0,Moderate
Bhopal,2020-04-22,47.96,102.17,4.09,12.98,10.32,15.4,0.69,15.2,80.27,,,,117.0,Moderate
Bhopal,2020-04-23,57.59,113.97,3.96,11.31,9.33,15.13,0.79,16.91,83.48,,,,122.0,Moderate
Bhopal,2020-04-24,41.99,117.82,3.02,10.04,7.74,15.21,0.57,13.09,63.33,,,,110.0,Moderate
Bhopal,2020-04-25,39.18,125.19,3.95,9.76,8.5,11.98,0.4,11.27,65.82,,,,118.0,Moderate
Bhopal,2020-04-26,41.85,134.46,3.72,9.74,8.31,12.77,0.48,11.37,76.15,,,,126.0,Moderate
Bhopal,2020-04-27,26.39,85.85,2.43,11.61,8.14,18.78,0.47,11.08,81.91,,,,121.0,Moderate
Bhopal,2020-04-28,35.29,66.47,1.24,11.29,7.12,14.99,0.47,13.07,86.55,,,,111.0,Moderate
Bhopal,2020-04-29,82.89,130.53,1.84,16.1,10.13,17.23,0.73,12.94,80.84,,,,159.0,Moderate
Bhopal,2020-04-30,44.8,96.89,1.32,12.18,7.66,15.8,0.55,7.65,85.66,,,,127.0,Moderate
Bhopal,2020-05-01,32.01,107.92,1.67,11.74,7.69,14.71,0.43,12.13,74.3,,,,102.0,Moderate
Bhopal,2020-05-02,27.77,88.38,1.14,9.25,5.94,11.53,0.44,9.17,71.92,,,,103.0,Moderate
Bhopal,2020-05-03,19.25,82.49,0.96,6.16,4.14,10.71,0.35,7.39,69.34,,,,82.0,Satisfactory
Bhopal,2020-05-04,31.58,122.09,1.36,8.81,5.88,17.68,0.46,9.41,67.22,,,,104.0,Moderate
Bhopal,2020-05-05,15.83,76.1,1.54,7.98,5.58,14.14,0.36,8.64,88.12,,,,109.0,Moderate
Bhopal,2020-05-06,34.54,89.22,1.26,11.61,7.28,12.35,0.48,13.95,88.75,,,,114.0,Moderate
Bhopal,2020-05-07,16.11,67.7,1.09,9.92,6.24,11.48,0.35,8.21,76.78,,,,96.0,Satisfactory
Bhopal,2020-05-08,27.52,93.84,1.17,11.32,7.06,10.24,0.44,7.76,83.57,,,,103.0,Moderate
Bhopal,2020-05-09,18.74,97.09,0.99,7.07,4.65,9.55,0.34,7.89,74.13,,,,95.0,Satisfactory
Bhopal,2020-05-10,14.74,46.8,1.02,7.37,4.84,12.12,0.34,8.2,82.56,,,,99.0,Satisfactory
Bhopal,2020-05-11,9.48,36.92,0.7,8.68,5.18,14.69,0.28,8.87,99.3,,,,127.0,Moderate
Bhopal,2020-05-12,24.64,63.97,1.01,11.92,7.17,15.3,0.49,14.95,84.88,,,,109.0,Moderate
Bhopal,2020-05-13,24.57,65.88,1.26,12.17,7.58,14.51,0.48,13.84,87.38,,,,116.0,Moderate
Bhopal,2020-05-14,21.91,56.23,1.51,13.25,8.37,17.97,0.44,14.9,82.98,,,,107.0,Moderate
Bhopal,2020-05-15,26.18,70.96,1.36,13.19,8.2,16.36,0.47,20.6,80.83,,,,110.0,Moderate
Bhopal,2020-05-16,24.81,68.94,1.26,12.37,7.69,14.69,0.46,12.43,85.94,,,,112.0,Moderate
Bhopal,2020-05-17,19.6,66.04,1.06,9.67,6.09,15.0,0.37,7.47,89.45,,,,117.0,Moderate
Bhopal,2020-05-18,23.88,73.13,0.8,9.83,5.88,13.96,0.46,8.42,72.55,,,,98.0,Satisfactory
Bhopal,2020-05-19,20.12,99.16,2.6,9.55,7.28,9.94,0.38,8.06,87.72,,,,128.0,Moderate
Bhopal,2020-05-20,16.4,105.71,1.05,10.15,6.34,7.75,0.36,14.42,89.05,,,,115.0,Moderate
Bhopal,2020-05-21,22.62,90.6,1.18,9.55,6.09,9.79,0.45,20.3,103.85,,,,135.0,Moderate
Bhopal,2020-05-22,25.27,90.14,2.03,8.39,5.99,9.36,0.38,13.3,76.7,,,,92.0,Satisfactory
Bhopal,2020-05-23,20.18,62.33,1.0,5.42,3.76,8.61,0.32,11.52,69.56,,,,89.0,Satisfactory
Bhopal,2020-05-24,18.29,44.35,0.93,4.25,3.05,7.82,0.27,9.01,58.9,,,,71.0,Satisfactory
Bhopal,2020-05-25,17.38,38.97,0.96,4.44,3.23,7.94,0.3,13.03,40.33,,,,56.0,Satisfactory
Bhopal,2020-05-26,14.9,62.85,1.02,4.83,3.48,7.61,0.28,11.31,57.61,,,,80.0,Satisfactory
Bhopal,2020-05-27,20.03,121.91,1.16,5.98,4.16,9.85,0.32,13.42,69.97,,,,98.0,Satisfactory
Bhopal,2020-05-28,17.85,114.83,1.14,5.46,3.91,10.6,0.3,12.38,71.28,,,,111.0,Moderate
Bhopal,2020-05-29,19.7,111.09,1.15,5.82,4.1,12.14,0.33,13.02,45.17,,,,110.0,Moderate
Bhopal,2020-05-30,21.88,154.8,1.21,5.49,3.99,11.91,0.33,8.67,57.96,,,,116.0,Moderate
Bhopal,2020-05-31,29.45,134.89,1.05,6.19,4.21,12.83,0.4,5.72,47.8,,,,134.0,Moderate
Bhopal,2020-06-01,21.03,96.44,0.59,6.88,4.14,11.5,0.41,7.93,42.81,,,,120.0,Moderate
Bhopal,2020-06-02,16.93,65.39,0.96,6.58,4.36,12.08,0.39,11.66,35.03,,,,89.0,Satisfactory
Bhopal,2020-06-03,17.26,46.43,1.24,7.38,5.03,12.48,0.42,10.4,43.81,,,,64.0,Satisfactory
Bhopal,2020-06-04,7.93,13.16,1.66,9.12,6.2,17.92,0.43,16.54,55.45,,,,75.0,Satisfactory
Bhopal,2020-06-05,13.61,35.54,1.57,9.09,6.19,15.93,0.44,15.65,47.51,,,,70.0,Satisfactory
Bhopal,2020-06-06,19.53,49.9,2.01,11.56,7.87,16.63,0.43,13.32,42.73,,,,66.0,Satisfactory
Bhopal,2020-06-07,14.54,42.14,1.66,9.51,6.48,17.14,0.42,12.11,45.73,,,,78.0,Satisfactory
Bhopal,2020-06-08,12.75,43.49,1.63,9.41,6.42,15.18,0.43,12.78,49.62,,,,76.0,Satisfactory
Bhopal,2020-06-09,15.77,50.01,1.59,9.24,6.29,14.8,0.52,15.7,53.27,,,,73.0,Satisfactory
Bhopal,2020-06-10,15.42,53.78,1.65,12.02,7.82,17.39,0.52,11.13,46.84,,,,68.0,Satisfactory
Bhopal,2020-06-11,20.25,65.16,1.94,14.5,9.38,17.99,0.63,22.7,31.68,,,,65.0,Satisfactory
Bhopal,2020-06-12,24.26,67.49,1.49,12.35,7.87,19.28,0.65,9.76,53.91,,,,79.0,Satisfactory
Bhopal,2020-06-13,21.85,49.55,1.79,13.89,8.95,19.94,0.71,7.46,37.84,,,,67.0,Satisfactory
Bhopal,2020-06-14,20.64,42.36,1.3,9.29,6.08,21.49,0.58,9.63,40.36,,,,67.0,Satisfactory
Bhopal,2020-06-15,12.16,29.73,1.12,10.12,6.29,18.88,0.59,8.15,75.59,,,,84.0,Satisfactory
Bhopal,2020-06-16,14.33,34.91,3.65,12.29,9.58,17.27,0.49,8.8,80.5,,,,90.0,Satisfactory
Bhopal,2020-06-17,15.38,45.42,3.9,13.45,10.42,16.9,0.46,20.16,79.64,,,,87.0,Satisfactory
Bhopal,2020-06-18,15.62,48.76,4.17,15.27,11.6,15.78,0.58,10.84,77.57,,,,86.0,Satisfactory
Bhopal,2020-06-19,16.08,48.35,5.38,19.92,15.06,13.28,0.94,12.91,66.66,,,,81.0,Satisfactory
Bhopal,2020-06-20,17.49,49.39,2.22,9.81,7.11,17.78,0.87,12.01,54.27,,,,72.0,Satisfactory
Bhopal,2020-06-21,20.94,66.39,1.48,9.01,6.08,27.57,0.47,10.21,41.3,,,,59.0,Satisfactory
Bhopal,2020-06-22,19.17,55.27,2.04,11.02,7.6,17.01,0.54,10.56,47.58,,,,67.0,Satisfactory
Bhopal,2020-06-23,15.56,39.65,1.9,9.46,6.66,16.08,0.55,10.78,40.8,,,,52.0,Satisfactory
Bhopal,2020-06-24,14.49,40.62,2.59,11.66,8.41,14.6,0.56,9.29,54.42,,,,64.0,Satisfactory
Bhopal,2020-06-25,19.66,51.12,2.33,10.96,7.81,14.01,0.62,8.9,38.72,,,,55.0,Satisfactory
Bhopal,2020-06-26,16.85,40.64,2.56,12.46,8.79,15.39,0.64,15.41,33.59,,,,60.0,Satisfactory
Bhopal,2020-06-27,11.04,26.77,2.08,7.55,5.8,12.86,0.48,9.48,51.27,,,,66.0,Satisfactory
Bhopal,2020-06-28,13.58,37.76,1.79,5.54,4.49,12.56,0.41,12.83,48.24,,,,55.0,Satisfactory
Bhopal,2020-06-29,14.68,43.1,1.94,8.22,6.04,12.8,0.46,13.28,48.45,,,,56.0,Satisfactory
Bhopal,2020-06-30,14.48,46.7,2.02,9.17,6.62,11.19,0.5,12.78,50.01,,,,59.0,Satisfactory
Bhopal,2020-07-01,14.0,30.0,1.1,5.12,3.62,8.05,0.35,12.45,48.77,,,,69.0,Satisfactory
